"到达
航班","出发
航班",到达类型,出发类型,到达转场号,出发转场号,乘客数,E_mn,A_I,A_D,O_I,O_D,到达时刻,出发时刻,conn_gap_min,transfer_time_max,transfer_time_min
NV6513,NV828,D,I,PK254,PK461,1,0.0,0,1,1,0,2018-01-20 10:05:00,2018-01-20 11:40:00,95.0,73.0,55.0
NV6697,NV858,D,I,PK478,PK265,1,0.0,0,1,1,0,2018-01-20 08:40:00,2018-01-20 12:15:00,215.0,73.0,55.0
NV3120,NV858,D,I,PK257,PK265,11,0.0,0,1,1,0,2018-01-20 10:15:00,2018-01-20 12:15:00,120.0,73.0,55.0
NV6479,NV858,D,I,PK498,PK265,1,0.0,0,1,1,0,2018-01-20 09:50:00,2018-01-20 12:15:00,145.0,73.0,55.0
NV6533,NV858,D,I,PK493,PK265,3,0.0,0,1,1,0,2018-01-20 09:40:00,2018-01-20 12:15:00,155.0,73.0,55.0
NV628,NV858,D,I,PK485,PK265,2,0.0,0,1,1,0,2018-01-20 09:15:00,2018-01-20 12:15:00,180.0,73.0,55.0
NV6443,NV858,D,I,PK256,PK265,1,0.0,0,1,1,0,2018-01-20 10:10:00,2018-01-20 12:15:00,125.0,73.0,55.0
NV6698,NV858,D,I,PK480,PK265,3,0.0,0,1,1,0,2018-01-20 08:45:00,2018-01-20 12:15:00,210.0,73.0,55.0
NV632,NV858,D,I,PK258,PK265,2,0.0,0,1,1,0,2018-01-20 10:15:00,2018-01-20 12:15:00,120.0,73.0,55.0
NV6577,NV858,D,I,PK477,PK265,2,0.0,0,1,1,0,2018-01-20 08:40:00,2018-01-20 12:15:00,215.0,73.0,55.0
NV3703,NV6718,I,D,PK278,PK288,4,0.0,1,0,0,1,2018-01-20 12:25:00,2018-01-20 14:50:00,145.0,81.0,55.0
NV835,NV6718,I,D,PK275,PK288,5,0.0,1,0,0,1,2018-01-20 12:00:00,2018-01-20 14:50:00,170.0,81.0,55.0
NV3703,NV6722,I,D,PK278,PK196,2,0.0,1,0,0,1,2018-01-20 12:25:00,2018-01-20 14:10:00,105.0,81.0,55.0
NV643,NV6722,I,D,PK269,PK196,5,0.0,1,0,0,1,2018-01-20 10:45:00,2018-01-20 14:10:00,205.0,81.0,55.0
NV835,NV6722,I,D,PK275,PK196,2,0.0,1,0,0,1,2018-01-20 12:00:00,2018-01-20 14:10:00,130.0,81.0,55.0
NV6145,NV658,I,I,PK343,PK352,9,0.0,1,0,1,0,2018-01-20 17:30:00,2018-01-20 20:40:00,190.0,53.0,40.0
NV3421,NV658,D,I,PK355,PK352,10,0.0,0,1,1,0,2018-01-20 18:30:00,2018-01-20 20:40:00,130.0,73.0,55.0
NV6715,NV658,D,I,PK325,PK352,4,0.0,0,1,1,0,2018-01-20 16:05:00,2018-01-20 20:40:00,275.0,73.0,55.0
NV6717,NV658,D,I,PK337,PK352,1,0.0,0,1,1,0,2018-01-20 16:55:00,2018-01-20 20:40:00,225.0,73.0,55.0
NV3786,NV658,D,I,PK348,PK352,2,0.0,0,1,1,0,2018-01-20 18:00:00,2018-01-20 20:40:00,160.0,73.0,55.0
NV391,NV658,I,I,PK336,PK352,1,0.0,1,0,1,0,2018-01-20 16:55:00,2018-01-20 20:40:00,225.0,53.0,40.0
NV6145,NV6478,I,D,PK343,PK396,6,0.0,1,0,0,1,2018-01-20 17:30:00,2018-01-20 21:30:00,240.0,81.0,55.0
NV633,NV6478,I,D,PK375,PK396,4,0.0,1,0,0,1,2018-01-20 19:35:00,2018-01-20 21:30:00,115.0,81.0,55.0
NV859,NV6478,I,D,PK366,PK396,2,0.0,1,0,0,1,2018-01-20 18:55:00,2018-01-20 21:30:00,155.0,81.0,55.0
NV6145,NV3131,I,D,PK343,PK351,3,0.0,1,0,0,1,2018-01-20 17:30:00,2018-01-20 19:45:00,135.0,81.0,55.0
NV6119,NV3131,I,D,PK340,PK351,2,0.0,1,0,0,1,2018-01-20 17:10:00,2018-01-20 19:45:00,155.0,81.0,55.0
NV6145,NV831,I,D,PK343,PK353,3,0.0,1,0,0,1,2018-01-20 17:30:00,2018-01-20 19:35:00,125.0,81.0,55.0
NV619,NV831,I,D,PK344,PK353,1,0.0,1,0,0,1,2018-01-20 17:30:00,2018-01-20 19:35:00,125.0,81.0,55.0
NV6119,NV831,I,D,PK340,PK353,1,0.0,1,0,0,1,2018-01-20 17:10:00,2018-01-20 19:35:00,145.0,81.0,55.0
NV6685,NV831,D,D,PK300,PK353,1,0.0,0,1,0,1,2018-01-20 14:45:00,2018-01-20 19:35:00,290.0,53.0,35.0
NV6377,NV831,D,D,PK327,PK353,2,0.0,0,1,0,1,2018-01-20 16:20:00,2018-01-20 19:35:00,195.0,53.0,35.0
NV6145,NV848,I,I,PK343,PK316,3,0.0,1,0,1,0,2018-01-20 17:30:00,2018-01-20 19:45:00,135.0,53.0,40.0
NV3702,NV848,D,I,PK330,PK316,3,0.0,0,1,1,0,2018-01-20 16:30:00,2018-01-20 19:45:00,195.0,73.0,55.0
NV304,NV848,D,I,PK332,PK316,1,0.0,0,1,1,0,2018-01-20 16:35:00,2018-01-20 19:45:00,190.0,73.0,55.0
NV629,NV848,I,I,PK311,PK316,2,0.0,1,0,1,0,2018-01-20 15:15:00,2018-01-20 19:45:00,270.0,53.0,40.0
NV6711,NV848,D,I,PK301,PK316,3,0.0,0,1,1,0,2018-01-20 14:45:00,2018-01-20 19:45:00,300.0,73.0,55.0
NV6657,NV848,D,I,PK323,PK316,1,0.0,0,1,1,0,2018-01-20 15:55:00,2018-01-20 19:45:00,230.0,73.0,55.0
NV6145,NV633,I,D,PK343,PK375,2,0.0,1,0,0,1,2018-01-20 17:30:00,2018-01-20 21:05:00,215.0,81.0,55.0
NV6145,NV6544,I,D,PK343,PK376,2,0.0,1,0,0,1,2018-01-20 17:30:00,2018-01-20 21:05:00,215.0,81.0,55.0
NV633,NV6544,I,D,PK375,PK376,3,0.0,1,0,0,1,2018-01-20 19:35:00,2018-01-20 21:05:00,90.0,81.0,55.0
NV831,NV6544,I,D,PK353,PK376,2,0.0,1,0,0,1,2018-01-20 18:20:00,2018-01-20 21:05:00,165.0,81.0,55.0
NV6145,NV3787,I,D,PK343,PK322,1,0.0,1,0,0,1,2018-01-20 17:30:00,2018-01-20 19:15:00,105.0,81.0,55.0
NV6119,NV3787,I,D,PK340,PK322,1,0.0,1,0,0,1,2018-01-20 17:10:00,2018-01-20 19:15:00,125.0,81.0,55.0
NV6633,NV322,D,I,PK398,PK386,1,0.0,0,1,1,0,2018-01-20 21:00:00,2018-01-21 01:50:00,290.0,73.0,55.0
NV6737,NV322,D,I,PK414,PK386,2,0.0,0,1,1,0,2018-01-20 21:45:00,2018-01-21 01:50:00,245.0,73.0,55.0
NV3195,NV322,D,I,PK437,PK386,1,0.0,0,1,1,0,2018-01-20 23:30:00,2018-01-21 01:50:00,140.0,73.0,55.0
NV0747,NV322,D,I,PK426,PK386,1,0.0,0,1,1,0,2018-01-20 22:45:00,2018-01-21 01:50:00,185.0,73.0,55.0
NV633,GN0428,I,D,PK375,PK367,1,0.0,1,0,0,1,2018-01-20 19:35:00,2018-01-20 21:20:00,105.0,81.0,55.0
NV673,NV664,I,I,PK131,PK107,10,0.0,1,0,1,0,2018-01-19 19:30:00,2018-01-20 00:05:00,275.0,53.0,40.0
NV6117,NV664,I,I,PK151,PK107,7,0.0,1,0,1,0,2018-01-19 20:30:00,2018-01-20 00:05:00,215.0,53.0,40.0
NV6772,NV664,D,I,PK153,PK107,3,0.0,0,1,1,0,2018-01-19 20:30:00,2018-01-20 00:05:00,215.0,73.0,55.0
NV6642,NV664,D,I,PK160,PK107,1,0.0,0,1,1,0,2018-01-19 21:05:00,2018-01-20 00:05:00,180.0,73.0,55.0
NV651,NV664,I,I,PK159,PK107,4,0.0,1,0,1,0,2018-01-19 21:05:00,2018-01-20 00:05:00,180.0,53.0,40.0
NV6725,NV664,D,I,PK147,PK107,1,0.0,0,1,1,0,2018-01-19 20:15:00,2018-01-20 00:05:00,230.0,73.0,55.0
NV827,NV664,I,I,PK140,PK107,2,0.0,1,0,1,0,2018-01-19 20:00:00,2018-01-20 00:05:00,245.0,53.0,40.0
NV6737,NV664,D,I,PK169,PK107,1,0.0,0,1,1,0,2018-01-19 21:45:00,2018-01-20 00:05:00,140.0,73.0,55.0
GN0641,NV664,D,I,PK126,PK107,2,0.0,0,1,1,0,2018-01-19 19:10:00,2018-01-20 00:05:00,295.0,73.0,55.0
NV679,NV664,I,I,PK167,PK107,2,0.0,1,0,1,0,2018-01-19 21:30:00,2018-01-20 00:05:00,155.0,53.0,40.0
NV621,NV664,I,I,PK144,PK107,2,0.0,1,0,1,0,2018-01-19 20:10:00,2018-01-20 00:05:00,235.0,53.0,40.0
NV849,NV664,I,I,PK135,PK107,1,0.0,1,0,1,0,2018-01-19 19:40:00,2018-01-20 00:05:00,265.0,53.0,40.0
NV6375,NV664,D,I,PK155,PK107,1,0.0,0,1,1,0,2018-01-19 20:45:00,2018-01-20 00:05:00,200.0,73.0,55.0
NV659,NV306,I,I,PK471,PK148,6,0.0,1,0,1,0,2018-01-20 07:20:00,2018-01-20 09:30:00,130.0,53.0,40.0
NV891,NV6548,I,D,PK458,PK187,1,0.0,1,0,0,1,2018-01-20 05:45:00,2018-01-20 08:25:00,160.0,81.0,55.0
NV6735,NV6116,D,I,PK286,PK292,1,0.0,0,1,1,0,2018-01-20 13:25:00,2018-01-20 15:45:00,140.0,73.0,55.0
NV6719,NV6116,D,I,PK288,PK292,1,0.0,0,1,1,0,2018-01-20 13:40:00,2018-01-20 15:45:00,125.0,73.0,55.0
NV674,NV6116,D,I,PK280,PK292,3,0.0,0,1,1,0,2018-01-20 12:55:00,2018-01-20 15:45:00,170.0,73.0,55.0
NV6727,NV6116,D,I,PK291,PK292,1,0.0,0,1,1,0,2018-01-20 13:55:00,2018-01-20 15:45:00,110.0,73.0,55.0
NV6135,NV303,I,D,PK475,PK268,2,0.0,1,0,0,1,2018-01-20 08:35:00,2018-01-20 12:30:00,235.0,81.0,55.0
NV6527,NV6134,D,I,PK139,PK149,8,0.0,0,1,1,0,2018-01-19 20:00:00,2018-01-20 00:15:00,255.0,73.0,55.0
NV6737,NV6134,D,I,PK169,PK149,1,0.0,0,1,1,0,2018-01-19 21:45:00,2018-01-20 00:15:00,150.0,73.0,55.0
NV3270,NV6134,D,I,PK170,PK149,1,0.0,0,1,1,0,2018-01-19 21:50:00,2018-01-20 00:15:00,145.0,73.0,55.0
NV6479,NV820,D,I,PK498,PK263,8,0.0,0,1,1,0,2018-01-20 09:50:00,2018-01-20 11:35:00,105.0,73.0,55.0
NV3513,NV820,D,I,PK490,PK263,1,0.0,0,1,1,0,2018-01-20 09:35:00,2018-01-20 11:35:00,120.0,73.0,55.0
NV698,NV820,D,I,PK487,PK263,1,0.0,0,1,1,0,2018-01-20 09:20:00,2018-01-20 11:35:00,135.0,73.0,55.0
NV3992,NV820,D,I,PK474,PK263,1,0.0,0,1,1,0,2018-01-20 08:25:00,2018-01-20 11:35:00,190.0,73.0,55.0
NV628,NV820,D,I,PK485,PK263,1,0.0,0,1,1,0,2018-01-20 09:15:00,2018-01-20 11:35:00,140.0,73.0,55.0
NV6698,NV820,D,I,PK480,PK263,4,0.0,0,1,1,0,2018-01-20 08:45:00,2018-01-20 11:35:00,170.0,73.0,55.0
NV3620,NV820,D,I,PK481,PK263,1,0.0,0,1,1,0,2018-01-20 08:55:00,2018-01-20 11:35:00,160.0,73.0,55.0
NV837,NV820,I,I,PK499,PK263,1,0.0,1,0,1,0,2018-01-20 09:50:00,2018-01-20 11:35:00,105.0,53.0,40.0
NV6725,NV392,D,I,PK389,PK402,3,0.0,0,1,1,0,2018-01-20 20:15:00,2018-01-20 22:00:00,105.0,73.0,55.0
NV6763,NV392,D,I,PK376,PK402,1,0.0,0,1,1,0,2018-01-20 19:40:00,2018-01-20 22:00:00,140.0,73.0,55.0
NV6663,NV392,D,I,PK365,PK402,2,0.0,0,1,1,0,2018-01-20 18:55:00,2018-01-20 22:00:00,185.0,73.0,55.0
NV3513,NV3120,D,I,PK490,PK257,1,0.0,0,1,1,0,2018-01-20 09:35:00,2018-01-20 11:15:00,100.0,73.0,55.0
NV6533,NV3120,D,I,PK493,PK257,2,0.0,0,1,1,0,2018-01-20 09:40:00,2018-01-20 11:15:00,95.0,73.0,55.0
NV628,NV3120,D,I,PK485,PK257,1,0.0,0,1,1,0,2018-01-20 09:15:00,2018-01-20 11:15:00,120.0,73.0,55.0
NV6700,NV3120,D,I,PK473,PK257,2,0.0,0,1,1,0,2018-01-20 07:55:00,2018-01-20 11:15:00,200.0,73.0,55.0
NV6698,NV3120,D,I,PK480,PK257,1,0.0,0,1,1,0,2018-01-20 08:45:00,2018-01-20 11:15:00,150.0,73.0,55.0
NV3620,NV3120,D,I,PK481,PK257,1,0.0,0,1,1,0,2018-01-20 08:55:00,2018-01-20 11:15:00,140.0,73.0,55.0
NV3654,NV3702,D,I,PK294,PK330,1,0.0,0,1,1,0,2018-01-20 14:20:00,2018-01-20 18:00:00,220.0,73.0,55.0
NV657,NV3702,I,I,PK316,PK330,3,0.0,1,0,1,0,2018-01-20 15:30:00,2018-01-20 18:00:00,150.0,53.0,40.0
NV6685,NV3702,D,I,PK300,PK330,1,0.0,0,1,1,0,2018-01-20 14:45:00,2018-01-20 18:00:00,195.0,73.0,55.0
NV6711,NV3702,D,I,PK301,PK330,2,0.0,0,1,1,0,2018-01-20 14:45:00,2018-01-20 18:00:00,195.0,73.0,55.0
NV6453,NV3702,D,I,PK315,PK330,1,0.0,0,1,1,0,2018-01-20 15:25:00,2018-01-20 18:00:00,155.0,73.0,55.0
NV813,NV3702,I,I,PK324,PK330,2,0.0,1,0,1,0,2018-01-20 15:55:00,2018-01-20 18:00:00,125.0,53.0,40.0
NV3654,NV304,D,I,PK294,PK332,1,0.0,0,1,1,0,2018-01-20 14:20:00,2018-01-20 17:40:00,200.0,73.0,55.0
NV6453,NV304,D,I,PK315,PK332,3,0.0,0,1,1,0,2018-01-20 15:25:00,2018-01-20 17:40:00,135.0,73.0,55.0
NV6657,NV304,D,I,PK323,PK332,1,0.0,0,1,1,0,2018-01-20 15:55:00,2018-01-20 17:40:00,105.0,73.0,55.0
NV6773,NV305,D,D,PK488,PK254,2,0.0,0,1,0,1,2018-01-20 09:25:00,2018-01-20 12:30:00,185.0,53.0,35.0
NV6772,NV846,D,I,PK153,PK129,5,0.0,0,1,1,0,2018-01-19 20:30:00,2018-01-20 00:05:00,215.0,73.0,55.0
NV651,NV846,I,I,PK159,PK129,2,0.0,1,0,1,0,2018-01-19 21:05:00,2018-01-20 00:05:00,180.0,53.0,40.0
NV6633,NV846,D,I,PK157,PK129,1,0.0,0,1,1,0,2018-01-19 21:00:00,2018-01-20 00:05:00,185.0,73.0,55.0
NV6725,NV846,D,I,PK147,PK129,3,0.0,0,1,1,0,2018-01-19 20:15:00,2018-01-20 00:05:00,230.0,73.0,55.0
NV6551,NV846,D,I,PK146,PK129,3,0.0,0,1,1,0,2018-01-19 20:15:00,2018-01-20 00:05:00,230.0,73.0,55.0
NV6737,NV846,D,I,PK169,PK129,3,0.0,0,1,1,0,2018-01-19 21:45:00,2018-01-20 00:05:00,140.0,73.0,55.0
NV6405,NV846,D,I,PK174,PK129,1,0.0,0,1,1,0,2018-01-19 22:00:00,2018-01-20 00:05:00,125.0,73.0,55.0
GN0639,NV846,D,I,PK183,PK129,1,0.0,0,1,1,0,2018-01-19 22:30:00,2018-01-20 00:05:00,95.0,73.0,55.0
GN0629,NV846,D,I,PK164,PK129,1,0.0,0,1,1,0,2018-01-19 21:20:00,2018-01-20 00:05:00,165.0,73.0,55.0
NV6153,NV3465,I,D,PK292,PK309,1,0.0,1,0,0,1,2018-01-20 14:00:00,2018-01-20 15:50:00,110.0,81.0,55.0
NV643,NV3194,I,D,PK269,PK499,2,0.0,1,0,0,1,2018-01-20 10:45:00,2018-01-20 13:00:00,135.0,81.0,55.0
NV837,NV3194,I,D,PK499,PK499,2,1.0,1,0,0,1,2018-01-20 09:50:00,2018-01-20 13:00:00,190.0,81.0,55.0
NV6313,NV3194,D,D,PK501,PK499,1,0.0,0,1,0,1,2018-01-20 09:55:00,2018-01-20 13:00:00,185.0,53.0,35.0
NV643,NV6488,I,D,PK269,PK256,2,0.0,1,0,0,1,2018-01-20 10:45:00,2018-01-20 13:05:00,140.0,81.0,55.0
NV305,NV6488,I,D,PK270,PK256,4,0.0,1,0,0,1,2018-01-20 11:00:00,2018-01-20 13:05:00,125.0,81.0,55.0
NV687,NV6488,I,D,PK261,PK256,3,0.0,1,0,0,1,2018-01-20 10:20:00,2018-01-20 13:05:00,165.0,81.0,55.0
NV6731,NV6488,D,D,PK262,PK256,3,0.0,0,1,0,1,2018-01-20 10:25:00,2018-01-20 13:05:00,160.0,53.0,35.0
NV6655,NV6488,D,D,PK491,PK256,1,0.0,0,1,0,1,2018-01-20 09:35:00,2018-01-20 13:05:00,210.0,53.0,35.0
NV835,NV383,I,D,PK275,PK290,1,0.0,1,0,0,1,2018-01-20 12:00:00,2018-01-20 15:30:00,210.0,81.0,55.0
NV835,NV6198,I,I,PK275,PK286,1,0.0,1,0,1,0,2018-01-20 12:00:00,2018-01-20 14:30:00,150.0,53.0,40.0
NV6535,NV6198,D,I,PK273,PK286,2,0.0,0,1,1,0,2018-01-20 11:20:00,2018-01-20 14:30:00,190.0,73.0,55.0
NV6307,NV6198,D,I,PK272,PK286,1,0.0,0,1,1,0,2018-01-20 11:05:00,2018-01-20 14:30:00,205.0,73.0,55.0
NV6700,NV626,D,I,PK473,PK481,5,0.0,0,1,1,0,2018-01-20 07:55:00,2018-01-20 10:00:00,125.0,73.0,55.0
NV687,NV6713,I,D,PK261,PK266,2,0.0,1,0,0,1,2018-01-20 10:20:00,2018-01-20 12:25:00,125.0,81.0,55.0
NV6731,NV6713,D,D,PK262,PK266,3,0.0,0,1,0,1,2018-01-20 10:25:00,2018-01-20 12:25:00,120.0,53.0,35.0
NV6655,NV6713,D,D,PK491,PK266,1,0.0,0,1,0,1,2018-01-20 09:35:00,2018-01-20 12:25:00,170.0,53.0,35.0
NV6685,NV6726,D,D,PK300,PK329,3,0.0,0,1,0,1,2018-01-20 14:45:00,2018-01-20 17:35:00,170.0,53.0,35.0
NV613,NV6726,I,D,PK303,PK329,3,0.0,1,0,0,1,2018-01-20 14:50:00,2018-01-20 17:35:00,165.0,81.0,55.0
NV6731,NV3118,D,I,PK262,PK253,2,0.0,0,1,1,0,2018-01-20 10:25:00,2018-01-20 12:40:00,135.0,73.0,55.0
NV629,NV6308,I,D,PK311,PK272,1,0.0,1,0,0,1,2018-01-20 15:15:00,2018-01-20 18:05:00,170.0,81.0,55.0
NV873,NV6308,I,D,PK296,PK272,1,0.0,1,0,0,1,2018-01-20 14:25:00,2018-01-20 18:05:00,220.0,81.0,55.0
NV629,NV3277,I,D,PK311,PK326,1,0.0,1,0,0,1,2018-01-20 15:15:00,2018-01-20 18:05:00,170.0,81.0,55.0
NV6763,NV6472,D,D,PK376,PK356,3,0.0,0,1,0,1,2018-01-20 19:40:00,2018-01-20 21:25:00,105.0,53.0,35.0
NV6663,NV6472,D,D,PK365,PK356,1,0.0,0,1,0,1,2018-01-20 18:55:00,2018-01-20 21:25:00,150.0,53.0,35.0
NV6763,NV836,D,I,PK376,PK378,3,0.0,0,1,1,0,2018-01-20 19:40:00,2018-01-20 21:10:00,90.0,73.0,55.0
NV831,NV836,I,I,PK353,PK378,2,0.0,1,0,1,0,2018-01-20 18:20:00,2018-01-20 21:10:00,170.0,53.0,40.0
NV6739,NV836,D,I,PK357,PK378,2,0.0,0,1,1,0,2018-01-20 18:35:00,2018-01-20 21:10:00,155.0,73.0,55.0
NV859,NV836,I,I,PK366,PK378,3,0.0,1,0,1,0,2018-01-20 18:55:00,2018-01-20 21:10:00,135.0,53.0,40.0
NV6739,NV6486,D,D,PK357,PK362,1,0.0,0,1,0,1,2018-01-20 18:35:00,2018-01-20 20:00:00,85.0,53.0,35.0
NV613,NV6710,I,D,PK303,PK325,3,0.0,1,0,0,1,2018-01-20 14:50:00,2018-01-20 17:40:00,170.0,81.0,55.0
NV627,NV6710,I,D,PK322,PK325,1,0.0,1,0,0,1,2018-01-20 15:55:00,2018-01-20 17:40:00,105.0,81.0,55.0
NV837,NV6316,I,D,PK499,PK270,1,0.0,1,0,0,1,2018-01-20 09:50:00,2018-01-20 12:15:00,145.0,81.0,55.0
NV6313,NV6732,D,D,PK501,PK269,1,0.0,0,1,0,1,2018-01-20 09:55:00,2018-01-20 12:05:00,130.0,53.0,35.0
